SpecieName	EC_numbers
Acutalibacter_ornithocaccae_pooled	1.1.1.100, 1.1.1.103, 1.1.1.125, 1.1.1.139, 1.1.1.14, 1.1.1.158, 1.1.1.2, 1.1.1.202, 1.1.1.21, 1.1.1.23, 1.1.1.244, 1.1.1.25, 1.1.1.251, 1.1.1.26, 1.1.1.267, 1.1.1.3, 1.1.1.38, 1.1.1.40, 1.1.1.52, 1.1.1.57, 1.1.1.6, 1.1.1.77, 1.1.1.9, 1.1.2.3, 1.17.1.2, 1.17.1.8, 1.17.4.3, 1.17.7.1, 1.17.7.3, 1.17.7.4, 1.2.1.11, 1.2.1.12, 1.2.1.21, 1.2.1.25, 1.2.1.41, 1.2.2.2, 1.2.3.4, 1.2.5.1, 1.2.7.1, 1.2.7.2, 1.3.1.12, 1.3.1.26, 1.3.1.9, 1.3.1.98, 1.3.3.1, 1.3.5.4, 1.3.98.1, 1.4.1.13, 1.4.3.16, 1.4.3.5, 1.5.1.2, 1.5.1.3, 1.5.1.4, 1.5.1.5, 1.6.1.4, 1.6.4.2, 1.6.5.3, 1.8.1.7, 1.8.4.2, 2.1.1.107, 2.1.1.148, 2.1.1.20, 2.1.2.1, 2.1.2.2, 2.1.3.2, 2.1.3.3, 2.2.1.6, 2.2.1.7, 2.3.1.1, 2.3.1.15, 2.3.1.157, 2.3.1.179, 2.3.1.180, 2.3.1.30, 2.3.1.35, 2.3.1.41, 2.3.1.46, 2.3.1.51, 2.3.1.8, 2.3.1.85, 2.3.1.86, 2.3.3.1, 2.3.3.13, 2.3.3.15, 2.3.3.16, 2.3.3.3, 2.4.1.1, 2.4.1.18, 2.4.1.187, 2.4.1.21, 2.4.1.227, 2.4.1.25, 2.4.1.3, 2.4.2.1, 2.4.2.10, 2.4.2.11, 2.4.2.14, 2.4.2.17, 2.4.2.2, 2.4.2.3, 2.4.2.4, 2.4.2.53, 2.4.2.8, 2.5.1.1, 2.5.1.10, 2.5.1.15, 2.5.1.17, 2.5.1.19, 2.5.1.3, 2.5.1.31, 2.5.1.47, 2.5.1.54, 2.5.1.61, 2.5.1.7, 2.5.1.78, 2.6.1.1, 2.6.1.11, 2.6.1.17, 2.6.1.27, 2.6.1.39, 2.6.1.42, 2.6.1.44, 2.6.1.52, 2.6.1.53, 2.6.1.57, 2.6.1.6, 2.6.1.69, 2.6.1.81, 2.6.1.9, 2.7.1.1, 2.7.1.11, 2.7.1.12, 2.7.1.13, 2.7.1.148, 2.7.1.16, 2.7.1.17, 2.7.1.178, 2.7.1.2, 2.7.1.23, 2.7.1.24, 2.7.1.26, 2.7.1.33, 2.7.1.35, 2.7.1.39, 2.7.1.40, 2.7.1.45, 2.7.1.49, 2.7.1.5, 2.7.1.51, 2.7.1.56, 2.7.1.58, 2.7.1.6, 2.7.1.7, 2.7.1.71, 2.7.1.90, 2.7.2.1, 2.7.2.11, 2.7.2.15, 2.7.2.3, 2.7.2.4, 2.7.2.8, 2.7.4.1, 2.7.4.12, 2.7.4.13, 2.7.4.14, 2.7.4.22, 2.7.4.25, 2.7.4.3, 2.7.4.5, 2.7.4.6, 2.7.4.7, 2.7.4.8, 2.7.4.9, 2.7.5.1, 2.7.5.2, 2.7.5.6, 2.7.5.7, 2.7.6.1, 2.7.6.5, 2.7.7.12, 2.7.7.18, 2.7.7.2, 2.7.7.27, 2.7.7.3, 2.7.7.39, 2.7.7.41, 2.7.7.60, 2.7.7.64, 2.7.7.9, 2.7.8.12, 2.7.8.13, 2.7.8.30, 2.7.8.5, 2.7.8.7, 2.8.1.7, 3.1.2.14, 3.1.2.21, 3.1.3.1, 3.1.3.104, 3.1.3.13, 3.1.3.15, 3.1.3.2, 3.1.3.5, 3.1.3.7, 3.1.3.73, 3.1.6.10, 3.1.7.2, 3.13.1.2, 3.2.1.1, 3.2.1.108, 3.2.1.20, 3.2.1.21, 3.2.1.22, 3.2.1.23, 3.2.1.26, 3.2.1.33, 3.2.1.37, 3.2.1.48, 3.2.1.63, 3.2.1.8, 3.2.2.1, 3.4.16.4, 3.5.1.1, 3.5.1.25, 3.5.1.38, 3.5.1.80, 3.5.2.3, 3.5.3.11, 3.5.4.12, 3.5.4.14, 3.5.4.16, 3.5.4.19, 3.5.4.25, 3.5.4.26, 3.5.4.4, 3.5.4.5, 3.5.4.9, 3.5.99.6, 3.6.1.27, 3.6.1.31, 3.6.3.14, 3.6.3.18, 3.6.3.19, 3.6.3.27, 3.6.3.39, 3.6.3.40, 3.6.3.44, 4.1.1.101, 4.1.1.112, 4.1.1.19, 4.1.1.20, 4.1.1.23, 4.1.1.3, 4.1.1.47, 4.1.1.71, 4.1.2.13, 4.1.2.14, 4.1.2.15, 4.1.2.17, 4.1.2.19, 4.1.2.22, 4.1.2.25, 4.1.2.29, 4.1.2.4, 4.1.2.40, 4.1.2.48, 4.1.2.5, 4.1.2.55, 4.1.2.62, 4.1.2.7, 4.1.2.9, 4.1.3.12, 4.1.3.18, 4.1.3.37, 4.1.3.38, 4.1.3.7, 4.1.99.17, 4.1.99.23, 4.2.1.10, 4.2.1.11, 4.2.1.13, 4.2.1.140, 4.2.1.19, 4.2.1.21, 4.2.1.22, 4.2.1.25, 4.2.1.3, 4.2.1.39, 4.2.1.4, 4.2.1.42, 4.2.1.5, 4.2.1.51, 4.2.1.52, 4.2.1.6, 4.2.1.7, 4.2.1.8, 4.2.1.82, 4.2.1.9, 4.2.3.1, 4.2.3.4, 4.2.3.5, 4.3.1.17, 4.3.1.8, 4.3.2.10, 4.3.3.7, 4.4.1.12, 4.4.1.13, 4.4.1.21, 4.4.1.6, 4.4.1.8, 4.4.1.9, 4.6.1.12, 4.6.1.3, 4.6.1.4, 5.1.1.1, 5.1.1.10, 5.1.1.3, 5.1.3.1, 5.1.3.14, 5.1.3.2, 5.1.3.4, 5.1.3.5, 5.1.3.7, 5.1.3.9, 5.3.1.10, 5.3.1.12, 5.3.1.16, 5.3.1.25, 5.3.1.3, 5.3.1.6, 5.3.1.8, 5.3.1.9, 5.3.3.2, 5.4.2.11, 5.4.2.2, 5.4.2.3, 5.4.2.7, 5.4.2.8, 5.4.99.5, 6.1.1.15, 6.1.1.17, 6.1.1.19, 6.1.1.20, 6.1.1.21, 6.1.1.22, 6.1.1.5, 6.1.1.9, 6.2.1.1, 6.2.1.2, 6.2.1.21, 6.2.1.3, 6.2.1.30, 6.2.1.32, 6.3.1.1, 6.3.1.2, 6.3.1.3, 6.3.2.10, 6.3.2.12, 6.3.2.13, 6.3.2.17, 6.3.2.4, 6.3.2.6, 6.3.2.8, 6.3.2.9, 6.3.3.1, 6.3.4.1, 6.3.4.13, 6.3.4.21, 6.3.4.3, 6.3.5.1, 6.3.5.2, 6.3.5.3, 6.3.5.4, 6.4.1.2, 6.4.1.4, 7.1.1.2, 7.1.2.2, 7.2.4.2, 7.3.2.1, 7.5.2.1, 7.5.2.2, 7.5.2.4, 7.5.2.5, 7.6.2.2
Agathobaculum_intestinigallinarum_pooled	1.1.1.1, 1.1.1.11, 1.1.1.125, 1.1.1.139, 1.1.1.157, 1.1.1.158, 1.1.1.17, 1.1.1.18, 1.1.1.204, 1.1.1.205, 1.1.1.21, 1.1.1.211, 1.1.1.244, 1.1.1.27, 1.1.1.274, 1.1.1.286, 1.1.1.3, 1.1.1.34, 1.1.1.35, 1.1.1.36, 1.1.1.38, 1.1.1.391, 1.1.1.40, 1.1.1.49, 1.1.1.52, 1.1.1.56, 1.1.1.57, 1.1.1.58, 1.1.1.61, 1.1.1.70, 1.1.1.86, 1.1.1.87, 1.1.1.89, 1.1.1.9, 1.1.1.94, 1.1.98.6, 1.13.12.1, 1.17.1.10, 1.17.1.2, 1.17.1.4, 1.17.1.8, 1.17.7.4, 1.2.1.11, 1.2.1.12, 1.2.1.14, 1.2.1.25, 1.2.1.3, 1.2.2.2, 1.2.3.4, 1.2.5.1, 1.3.1.109, 1.3.1.14, 1.3.1.2, 1.3.1.26, 1.3.1.52, 1.3.1.95, 1.3.1.98, 1.3.3.1, 1.3.3.6, 1.3.8.1, 1.3.8.15, 1.3.8.4, 1.3.8.5, 1.3.8.6, 1.3.98.1, 1.4.1.13, 1.4.1.3, 1.4.3.5, 1.4.99.6, 1.5.1.3, 1.5.1.4, 1.5.1.5, 1.6.1.4, 1.6.4.5, 1.8.1.9, 2.1.1.13, 2.1.1.148, 2.1.1.195, 2.1.1.20, 2.1.1.5, 2.1.2.1, 2.1.2.2, 2.1.3.1, 2.1.3.2, 2.1.3.3, 2.2.1.1, 2.2.1.6, 2.2.1.7, 2.3.1.1, 2.3.1.129, 2.3.1.15, 2.3.1.157, 2.3.1.16, 2.3.1.179, 2.3.1.191, 2.3.1.222, 2.3.1.30, 2.3.1.41, 2.3.1.46, 2.3.1.54, 2.3.1.8, 2.3.1.85, 2.3.1.86, 2.3.1.9, 2.3.3.1, 2.3.3.13, 2.3.3.14, 2.3.3.15, 2.3.3.16, 2.3.3.3, 2.4.1.18, 2.4.1.21, 2.4.1.227, 2.4.1.25, 2.4.1.3, 2.4.2.1, 2.4.2.10, 2.4.2.11, 2.4.2.13, 2.4.2.14, 2.4.2.21, 2.4.2.22, 2.4.2.28, 2.4.2.29, 2.4.2.8, 2.4.2.9, 2.5.1.1, 2.5.1.10, 2.5.1.15, 2.5.1.17, 2.5.1.19, 2.5.1.29, 2.5.1.3, 2.5.1.31, 2.5.1.47, 2.5.1.54, 2.5.1.55, 2.5.1.6, 2.5.1.61, 2.5.1.7, 2.5.1.86, 2.6.1.1, 2.6.1.11, 2.6.1.16, 2.6.1.17, 2.6.1.2, 2.6.1.22, 2.6.1.27, 2.6.1.37, 2.6.1.39, 2.6.1.42, 2.6.1.44, 2.6.1.48, 2.6.1.53, 2.6.1.57, 2.6.1.69, 2.6.1.78, 2.6.1.79, 2.6.1.81, 2.6.1.82, 2.6.1.83, 2.6.1.84, 2.6.1.88, 2.6.1.9, 2.7.1.1, 2.7.1.11, 2.7.1.148, 2.7.1.15, 2.7.1.156, 2.7.1.2, 2.7.1.23, 2.7.1.24, 2.7.1.26, 2.7.1.30, 2.7.1.35, 2.7.1.39, 2.7.1.4, 2.7.1.40, 2.7.1.49, 2.7.1.56, 2.7.1.71, 2.7.1.90, 2.7.2.1, 2.7.2.14, 2.7.2.15, 2.7.2.3, 2.7.2.4, 2.7.2.5, 2.7.2.7, 2.7.2.8, 2.7.2.9, 2.7.4.1, 2.7.4.12, 2.7.4.13, 2.7.4.14, 2.7.4.22, 2.7.4.25, 2.7.4.3, 2.7.4.5, 2.7.4.6, 2.7.4.7, 2.7.4.8, 2.7.4.9, 2.7.5.1, 2.7.5.2, 2.7.5.7, 2.7.6.1, 2.7.7.12, 2.7.7.18, 2.7.7.2, 2.7.7.23, 2.7.7.24, 2.7.7.27, 2.7.7.3, 2.7.7.33, 2.7.7.38, 2.7.7.41, 2.7.7.60, 2.7.7.62, 2.7.7.64, 2.7.7.9, 2.7.8.26, 2.7.8.5, 2.7.8.7, 2.7.9.3, 2.8.1.10, 2.8.1.7, 2.8.3.1, 2.8.3.18, 2.8.3.8, 3.1.2.14, 3.1.2.21, 3.1.3.1, 3.1.3.104, 3.1.3.11, 3.1.3.15, 3.1.3.2, 3.1.3.5, 3.1.3.7, 3.1.3.73, 3.1.3.82, 3.2.1.1, 3.2.1.20, 3.2.1.21, 3.2.1.22, 3.2.1.23, 3.2.1.33, 3.2.1.37, 3.2.1.85, 3.2.1.93, 3.2.2.3, 3.4.13.22, 3.4.16.4, 3.5.1.1, 3.5.1.25, 3.5.1.38, 3.5.1.42, 3.5.1.45, 3.5.1.53, 3.5.1.6, 3.5.1.80, 3.5.2.14, 3.5.2.3, 3.5.4.16, 3.5.4.26, 3.5.4.3, 3.5.4.4, 3.5.4.9, 3.5.99.6, 3.6.1.27, 3.6.1.54, 3.6.3.14, 3.6.3.18, 3.6.3.19, 3.6.3.39, 3.6.3.44, 3.7.1.2, 4.1.1.101, 4.1.1.112, 4.1.1.17, 4.1.1.20, 4.1.1.23, 4.1.1.3, 4.1.1.36, 4.1.1.37, 4.1.1.41, 4.1.1.47, 4.1.1.50, 4.1.1.65, 4.1.1.71, 4.1.2.13, 4.1.2.15, 4.1.2.16, 4.1.2.29, 4.1.2.40, 4.1.2.48, 4.1.2.5, 4.1.2.57, 4.1.2.7, 4.1.3.12, 4.1.3.18, 4.1.3.21, 4.1.3.37, 4.1.3.38, 4.1.3.4, 4.1.3.7, 4.1.99.1, 4.1.99.19, 4.2.1.10, 4.2.1.116, 4.2.1.12, 4.2.1.122, 4.2.1.13, 4.2.1.140, 4.2.1.16, 4.2.1.18, 4.2.1.19, 4.2.1.25, 4.2.1.3, 4.2.1.39, 4.2.1.4, 4.2.1.42, 4.2.1.44, 4.2.1.46, 4.2.1.5, 4.2.1.52, 4.2.1.55, 4.2.1.6, 4.2.1.7, 4.2.1.74, 4.2.1.8, 4.2.1.82, 4.2.1.9, 4.2.3.1, 4.2.3.4, 4.2.3.5, 4.3.1.17, 4.3.1.19, 4.3.1.8, 4.3.2.1, 4.3.2.10, 4.3.2.2, 4.3.3.7, 4.4.1.12, 4.4.1.13, 4.4.1.6, 4.4.1.8, 4.4.1.9, 4.6.1.12, 4.6.1.3, 4.6.1.4, 4.99.1.4, 5.1.1.1, 5.1.1.10, 5.1.1.18, 5.1.1.3, 5.1.3.1, 5.1.3.2, 5.1.3.20, 5.1.3.3, 5.1.3.5, 5.3.1.1, 5.3.1.10, 5.3.1.16, 5.3.1.19, 5.3.1.6, 5.3.1.9, 5.4.2.10, 5.4.2.12, 5.4.2.2, 5.4.2.3, 5.4.2.8, 6.1.1.14, 6.1.1.18, 6.1.1.20, 6.1.1.21, 6.1.1.23, 6.1.1.5, 6.1.1.9, 6.2.1.2, 6.2.1.3, 6.3.1.10, 6.3.1.2, 6.3.1.3, 6.3.1.5, 6.3.2.10, 6.3.2.12, 6.3.2.13, 6.3.2.17, 6.3.2.4, 6.3.2.8, 6.3.4.1, 6.3.4.13, 6.3.4.14, 6.3.4.16, 6.3.4.2, 6.3.4.21, 6.3.4.3, 6.3.4.4, 6.3.4.5, 6.3.4.6, 6.3.5.10, 6.3.5.2, 6.3.5.3, 6.3.5.4, 6.3.5.5, 6.3.5.6, 6.4.1.2, 6.4.1.4, 7.1.2.2, 7.2.4.2, 7.2.4.3, 7.5.2.1, 7.5.2.2, 7.5.2.5, 7.6.2.2
Agathobaculum_merdipullorum_pooled	1.1.1.100, 1.1.1.125, 1.1.1.127, 1.1.1.139, 1.1.1.157, 1.1.1.158, 1.1.1.18, 1.1.1.193, 1.1.1.2, 1.1.1.202, 1.1.1.204, 1.1.1.205, 1.1.1.21, 1.1.1.211, 1.1.1.23, 1.1.1.244, 1.1.1.25, 1.1.1.267, 1.1.1.27, 1.1.1.274, 1.1.1.286, 1.1.1.29, 1.1.1.3, 1.1.1.34, 1.1.1.35, 1.1.1.36, 1.1.1.38, 1.1.1.391, 1.1.1.40, 1.1.1.52, 1.1.1.57, 1.1.1.6, 1.1.1.61, 1.1.1.69, 1.1.1.70, 1.1.1.75, 1.1.1.8, 1.1.1.81, 1.1.1.85, 1.1.1.86, 1.1.1.87, 1.1.1.89, 1.1.1.9, 1.1.1.94, 1.1.1.95, 1.1.98.6, 1.13.12.1, 1.14.13.3, 1.14.14.9, 1.17.1.2, 1.17.1.4, 1.17.1.8, 1.17.4.3, 1.17.7.1, 1.17.7.3, 1.17.7.4, 1.2.1.11, 1.2.1.12, 1.2.1.14, 1.2.1.25, 1.2.1.3, 1.2.1.38, 1.2.1.41, 1.2.1.70, 1.2.1.76, 1.2.2.2, 1.2.3.4, 1.2.5.1, 1.3.1.109, 1.3.1.115, 1.3.1.116, 1.3.1.12, 1.3.1.14, 1.3.1.2, 1.3.1.26, 1.3.1.52, 1.3.1.9, 1.3.1.95, 1.3.1.98, 1.3.3.1, 1.3.3.6, 1.3.8.1, 1.3.8.15, 1.3.8.4, 1.3.8.5, 1.3.8.6, 1.3.98.1, 1.3.98.3, 1.4.1.13, 1.4.1.3, 1.4.1.4, 1.4.3.5, 1.5.1.2, 1.5.1.3, 1.5.1.4, 1.5.1.5, 1.6.1.4, 1.8.4.2, 2.1.1.107, 2.1.1.13, 2.1.1.133, 2.1.1.14, 2.1.1.195, 2.1.1.20, 2.1.1.5, 2.1.2.1, 2.1.2.2, 2.1.3.1, 2.1.3.15, 2.1.3.2, 2.1.3.3, 2.2.1.1, 2.2.1.6, 2.2.1.7, 2.3.1.1, 2.3.1.15, 2.3.1.154, 2.3.1.157, 2.3.1.16, 2.3.1.176, 2.3.1.179, 2.3.1.180, 2.3.1.222, 2.3.1.30, 2.3.1.35, 2.3.1.39, 2.3.1.41, 2.3.1.46, 2.3.1.54, 2.3.1.8, 2.3.1.85, 2.3.1.86, 2.3.1.9, 2.3.3.1, 2.3.3.13, 2.3.3.14, 2.3.3.15, 2.3.3.16, 2.3.3.3, 2.4.1.1, 2.4.1.18, 2.4.1.187, 2.4.1.21, 2.4.1.227, 2.4.1.25, 2.4.1.3, 2.4.2.1, 2.4.2.10, 2.4.2.11, 2.4.2.13, 2.4.2.14, 2.4.2.17, 2.4.2.18, 2.4.2.2, 2.4.2.21, 2.4.2.22, 2.4.2.28, 2.4.2.29, 2.4.2.3, 2.4.2.7, 2.4.2.8, 2.4.2.9, 2.5.1.1, 2.5.1.10, 2.5.1.105, 2.5.1.15, 2.5.1.16, 2.5.1.17, 2.5.1.19, 2.5.1.29, 2.5.1.3, 2.5.1.31, 2.5.1.47, 2.5.1.48, 2.5.1.49, 2.5.1.54, 2.5.1.6, 2.5.1.61, 2.5.1.7, 2.5.1.78, 2.5.1.86, 2.5.1.9, 2.6.1.1, 2.6.1.11, 2.6.1.16, 2.6.1.17, 2.6.1.2, 2.6.1.27, 2.6.1.39, 2.6.1.42, 2.6.1.44, 2.6.1.48, 2.6.1.52, 2.6.1.53, 2.6.1.57, 2.6.1.69, 2.6.1.78, 2.6.1.79, 2.6.1.81, 2.6.1.82, 2.6.1.83, 2.6.1.84, 2.6.1.85, 2.6.1.88, 2.6.1.9, 2.7.1.1, 2.7.1.11, 2.7.1.148, 2.7.1.156, 2.7.1.165, 2.7.1.17, 2.7.1.178, 2.7.1.2, 2.7.1.23, 2.7.1.24, 2.7.1.26, 2.7.1.30, 2.7.1.33, 2.7.1.35, 2.7.1.36, 2.7.1.39, 2.7.1.4, 2.7.1.40, 2.7.1.45, 2.7.1.49, 2.7.1.51, 2.7.1.56, 2.7.1.58, 2.7.1.6, 2.7.1.7, 2.7.1.71, 2.7.1.90, 2.7.2.1, 2.7.2.11, 2.7.2.14, 2.7.2.15, 2.7.2.3, 2.7.2.4, 2.7.2.5, 2.7.2.7, 2.7.2.8, 2.7.2.9, 2.7.4.1, 2.7.4.12, 2.7.4.13, 2.7.4.14, 2.7.4.22, 2.7.4.25, 2.7.4.3, 2.7.4.5, 2.7.4.6, 2.7.4.7, 2.7.4.8, 2.7.4.9, 2.7.5.1, 2.7.5.2, 2.7.5.7, 2.7.6.1, 2.7.6.2, 2.7.6.5, 2.7.7.12, 2.7.7.18, 2.7.7.2, 2.7.7.23, 2.7.7.24, 2.7.7.27, 2.7.7.3, 2.7.7.33, 2.7.7.41, 2.7.7.60, 2.7.7.62, 2.7.7.64, 2.7.7.9, 2.7.8.13, 2.7.8.16, 2.7.8.2, 2.7.8.26, 2.7.8.33, 2.7.8.5, 2.7.8.7, 2.7.9.3, 2.8.1.10, 2.8.1.7, 2.8.3.1, 2.8.3.18, 2.8.3.8, 3.1.2.14, 3.1.2.21, 3.1.3.1, 3.1.3.104, 3.1.3.11, 3.1.3.15, 3.1.3.2, 3.1.3.3, 3.1.3.5, 3.1.3.7, 3.1.3.73, 3.1.6.10, 3.1.7.2, 3.10.1.1, 3.2.1.1, 3.2.1.108, 3.2.1.20, 3.2.1.21, 3.2.1.22, 3.2.1.23, 3.2.1.26, 3.2.1.33, 3.2.1.37, 3.2.1.48, 3.2.1.85, 3.2.1.93, 3.2.2.1, 3.2.2.3, 3.4.13.18, 3.4.16.4, 3.5.1.1, 3.5.1.25, 3.5.1.38, 3.5.1.42, 3.5.1.45, 3.5.1.5, 3.5.1.53, 3.5.1.6, 3.5.1.80, 3.5.2.3, 3.5.3.12, 3.5.4.12, 3.5.4.16, 3.5.4.19, 3.5.4.25, 3.5.4.26, 3.5.4.3, 3.5.4.4, 3.5.4.9, 3.5.99.6, 3.6.1.1, 3.6.1.19, 3.6.1.23, 3.6.1.27, 3.6.1.31, 3.6.1.40, 3.6.1.9, 3.6.3.14, 3.6.3.18, 3.6.3.19, 3.6.3.39, 3.6.3.40, 3.6.3.44, 3.7.1.2, 4.1.1.101, 4.1.1.112, 4.1.1.18, 4.1.1.19, 4.1.1.20, 4.1.1.23, 4.1.1.29, 4.1.1.3, 4.1.1.36, 4.1.1.37, 4.1.1.41, 4.1.1.47, 4.1.1.48, 4.1.1.50, 4.1.1.65, 4.1.1.71, 4.1.1.81, 4.1.2.13, 4.1.2.14, 4.1.2.15, 4.1.2.17, 4.1.2.25, 4.1.2.29, 4.1.2.40, 4.1.2.48, 4.1.2.5, 4.1.2.55, 4.1.2.62, 4.1.2.7, 4.1.2.9, 4.1.3.12, 4.1.3.18, 4.1.3.21, 4.1.3.27, 4.1.3.37, 4.1.3.4, 4.1.3.7, 4.1.99.1, 4.1.99.12, 4.1.99.19, 4.2.1.10, 4.2.1.11, 4.2.1.114, 4.2.1.116, 4.2.1.12, 4.2.1.120, 4.2.1.13, 4.2.1.140, 4.2.1.15, 4.2.1.16, 4.2.1.18, 4.2.1.19, 4.2.1.20, 4.2.1.21, 4.2.1.22, 4.2.1.24, 4.2.1.25, 4.2.1.3, 4.2.1.33, 4.2.1.35, 4.2.1.39, 4.2.1.4, 4.2.1.42, 4.2.1.44, 4.2.1.46, 4.2.1.5, 4.2.1.51, 4.2.1.52, 4.2.1.55, 4.2.1.6, 4.2.1.74, 4.2.1.75, 4.2.1.8, 4.2.1.82, 4.2.1.85, 4.2.1.9, 4.2.3.1, 4.2.3.4, 4.2.3.5, 4.3.1.17, 4.3.1.19, 4.3.1.8, 4.3.2.1, 4.3.2.10, 4.3.2.2, 4.3.3.7, 4.4.1.1, 4.4.1.11, 4.4.1.12, 4.4.1.13, 4.4.1.6, 4.4.1.8, 4.4.1.9, 4.6.1.12, 4.6.1.3, 4.6.1.4, 4.99.1.3, 4.99.1.4, 5.1.1.1, 5.1.1.10, 5.1.1.3, 5.1.1.7, 5.1.3.1, 5.1.3.14, 5.1.3.2, 5.1.3.3, 5.1.3.5, 5.1.3.9, 5.3.1.1, 5.3.1.10, 5.3.1.12, 5.3.1.16, 5.3.1.17, 5.3.1.19, 5.3.1.24, 5.3.1.6, 5.3.1.8, 5.3.1.9, 5.3.3.2, 5.4.1.2, 5.4.2.10, 5.4.2.12, 5.4.2.2, 5.4.2.3, 5.4.2.8, 5.4.3.8, 5.4.99.16, 5.4.99.5, 5.4.99.61, 6.1.1.1, 6.1.1.10, 6.1.1.11, 6.1.1.14, 6.1.1.15, 6.1.1.16, 6.1.1.17, 6.1.1.18, 6.1.1.19, 6.1.1.2, 6.1.1.20, 6.1.1.21, 6.1.1.22, 6.1.1.23, 6.1.1.3, 6.1.1.4, 6.1.1.5, 6.1.1.6, 6.1.1.7, 6.1.1.9, 6.2.1.2, 6.2.1.3, 6.2.1.31, 6.3.1.2, 6.3.1.3, 6.3.2.10, 6.3.2.12, 6.3.2.13, 6.3.2.17, 6.3.2.4, 6.3.2.5, 6.3.2.6, 6.3.2.7, 6.3.2.8, 6.3.2.9, 6.3.3.1, 6.3.4.1, 6.3.4.13, 6.3.4.14, 6.3.4.16, 6.3.4.2, 6.3.4.21, 6.3.4.3, 6.3.4.4, 6.3.4.5, 6.3.4.6, 6.3.5.1, 6.3.5.10, 6.3.5.11, 6.3.5.2, 6.3.5.3, 6.3.5.4, 6.3.5.5, 6.3.5.6, 6.3.5.8, 6.3.5.9, 6.4.1.2, 6.4.1.4, 7.1.2.2, 7.2.4.2, 7.2.4.3, 7.5.2.1, 7.5.2.2, 7.5.2.4, 7.5.2.5, 7.6.2.2
